price,bedrooms,sqft_living,sqft_lot,floors,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city_algona,city_auburn,city_beaux arts village,city_bellevue,city_black diamond,city_bothell,city_burien,city_carnation,city_clyde hill,city_covington,city_des moines,city_duvall,city_enumclaw,city_fall city,city_federal way,city_inglewoodfinn hill,city_issaquah,city_kenmore,city_kent,city_kirkland,city_lake forest park,city_maple valley,city_medina,city_mercer island,city_milton,city_newcastle,city_normandy park,city_north bend,city_pacific,city_preston,city_ravensdale,city_redmond,city_renton,city_sammamish,city_seatac,city_seattle,city_shoreline,city_skykomish,city_snoqualmie,city_snoqualmie pass,city_tukwila,city_vashon,city_woodinville,city_yarrow point
-0.4238174546435172,-0.44107432074661473,-0.8298808318774503,-0.19341298993659684,-0.022414040317737662,-0.6670396844232691,-0.5651623380131748,-0.6723906268823252,-0.5309560354506129,1.2215376581269253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.12412216966592685,1.759513396644305,1.5683577627606144,-0.1617000769787991,0.9064560989759002,2.2861677730811,1.7893645056128222,-0.06912076816756989,-1.6745109047577498,-0.8256036956946984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.3723839407626022,-0.44107432074661473,-0.2173437016452173,-0.08096869838588164,-0.9512841796113755,0.8095640443289154,0.11915827171063714,-0.6723906268823252,-0.16098240126300972,-0.8256036956946984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.2340455241173824,-0.44107432074661473,-0.1446698048380032,-0.1901246562555598,-0.9512841796113755,0.8095640443289154,-0.9595165876845241,1.4821445828132294,-0.2618843014959924,-0.8256036956946984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.003481496375349423,0.6592195379488451,-0.20696171638704386,-0.12129258683046278,-0.9512841796113755,0.8095640443289154,-0.797135426055145,1.0512375408741186,0.17535726618026581,1.208264422416361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.10989566302551848,-1.5413681794420746,-1.3074521537534285,-0.23610559332090802,-0.9512841796113755,-0.6670396844232691,-1.0987004405097063,-0.6723906268823252,-1.1027334701041813,1.210306458679525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-0.38479892687178857,-1.5413681794420746,-0.8194988466192769,-0.3425584294358354,-0.9512841796113755,-0.6670396844232691,-0.5535636836110763,-0.6723906268823252,0.17535726618026581,-0.8256036956946984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.12408421857887436,0.6592195379488451,0.5924511484923111,-0.20601703324969617,0.9064560989759002,-0.6670396844232691,1.0238533150743208,-0.6723906268823252,0.612598833856524,-0.8256036956946984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.17640451718187414,-0.44107432074661473,0.30175556126345476,-0.20601703324969617,-0.9512841796113755,0.8095640443289154,-0.2983932867649091,1.1805096534558517,0.4780629668792138,-0.8256036956946984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15613975359990417,0.6592195379488451,-0.6430050972303284,-0.24112169554621873,-0.022414040317737662,-0.6670396844232691,-0.35638655877540165,-0.6723906268823252,-0.8672957028938884,1.2266427487848346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
